# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 19 20:13:08 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
#
pl_name,discoverymethod,disc_year
Kepler-332 b,Transit,2014
Kepler-332 b,Transit,2014
Kepler-332 b,Transit,2014
Kepler-332 b,Transit,2014
Kepler-332 b,Transit,2014
Kepler-332 c,Transit,2014
Kepler-332 c,Transit,2014
Kepler-332 c,Transit,2014
Kepler-332 c,Transit,2014
Kepler-332 c,Transit,2014
Kepler-332 c,Transit,2014
Kepler-332 c,Transit,2014
Kepler-332 c,Transit,2014
Kepler-332 c,Transit,2014
Kepler-332 c,Transit,2014
Kepler-332 c,Transit,2014
Kepler-332 d,Transit,2014
Kepler-332 d,Transit,2014
Kepler-332 d,Transit,2014
Kepler-332 d,Transit,2014
Kepler-332 d,Transit,2014
Kepler-332 d,Transit,2014
Kepler-332 d,Transit,2014
Kepler-332 d,Transit,2014
Kepler-332 d,Transit,2014
Kepler-332 d,Transit,2014
Kepler-332 d,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 b,Transit,2014
Kepler-333 c,Transit,2014
Kepler-333 c,Transit,2014
Kepler-333 c,Transit,2014
Kepler-333 c,Transit,2014
Kepler-333 c,Transit,2014
Kepler-333 c,Transit,2014
Kepler-333 c,Transit,2014
Kepler-333 c,Transit,2014
Kepler-333 c,Transit,2014
Kepler-333 c,Transit,2014
Kepler-333 c,Transit,2014
Kepler-333 c,Transit,2014
Kepler-333 c,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 b,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 c,Transit,2014
Kepler-334 d,Transit,2014
Kepler-334 d,Transit,2014
Kepler-334 d,Transit,2014
Kepler-334 d,Transit,2014
Kepler-334 d,Transit,2014
Kepler-334 d,Transit,2014
Kepler-334 d,Transit,2014
Kepler-334 d,Transit,2014
Kepler-334 d,Transit,2014
Kepler-334 d,Transit,2014
Kepler-334 d,Transit,2014
Kepler-334 d,Transit,2014
Kepler-334 d,Transit,2014
Kepler-335 b,Transit,2014
Kepler-335 b,Transit,2014
Kepler-335 b,Transit,2014
Kepler-335 b,Transit,2014
Kepler-335 b,Transit,2014
Kepler-335 b,Transit,2014
Kepler-335 b,Transit,2014
Kepler-335 b,Transit,2014
Kepler-335 b,Transit,2014
Kepler-335 b,Transit,2014
Kepler-335 b,Transit,2014
Kepler-335 b,Transit,2014
Kepler-335 c,Transit,2014
Kepler-335 c,Transit,2014
Kepler-335 c,Transit,2014
Kepler-335 c,Transit,2014
Kepler-335 c,Transit,2014
Kepler-335 c,Transit,2014
Kepler-335 c,Transit,2014
Kepler-335 c,Transit,2014
Kepler-335 c,Transit,2014
Kepler-335 c,Transit,2014
Kepler-336 b,Transit,2014
Kepler-336 b,Transit,2014
Kepler-336 b,Transit,2014
Kepler-336 b,Transit,2014
Kepler-336 b,Transit,2014
Kepler-336 b,Transit,2014
Kepler-336 b,Transit,2014
Kepler-336 b,Transit,2014
Kepler-336 b,Transit,2014
Kepler-336 c,Transit,2014
Kepler-336 c,Transit,2014
Kepler-336 c,Transit,2014
Kepler-336 c,Transit,2014
Kepler-336 c,Transit,2014
Kepler-336 c,Transit,2014
Kepler-336 c,Transit,2014
Kepler-336 c,Transit,2014
Kepler-336 c,Transit,2014
Kepler-336 c,Transit,2014
Kepler-336 d,Transit,2014
Kepler-336 d,Transit,2014
Kepler-336 d,Transit,2014
Kepler-336 d,Transit,2014
Kepler-336 d,Transit,2014
Kepler-336 d,Transit,2014
Kepler-336 d,Transit,2014
Kepler-336 d,Transit,2014
Kepler-336 d,Transit,2014
Kepler-336 d,Transit,2014
Kepler-337 b,Transit,2014
Kepler-337 b,Transit,2014
Kepler-337 b,Transit,2014
Kepler-337 b,Transit,2014
Kepler-337 b,Transit,2014
Kepler-337 b,Transit,2014
Kepler-337 b,Transit,2014
Kepler-337 b,Transit,2014
Kepler-337 b,Transit,2014
Kepler-337 b,Transit,2014
Kepler-337 b,Transit,2014
Kepler-337 b,Transit,2014
Kepler-337 c,Transit,2014
Kepler-337 c,Transit,2014
Kepler-337 c,Transit,2014
Kepler-337 c,Transit,2014
Kepler-337 c,Transit,2014
Kepler-337 c,Transit,2014
Kepler-337 c,Transit,2014
Kepler-337 c,Transit,2014
Kepler-337 c,Transit,2014
Kepler-337 c,Transit,2014
Kepler-337 c,Transit,2014
Kepler-337 c,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 b,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 c,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 d,Transit,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-338 e,Transit Timing Variations,2014
Kepler-339 b,Transit,2014
Kepler-339 b,Transit,2014
Kepler-339 b,Transit,2014
Kepler-339 b,Transit,2014
Kepler-339 b,Transit,2014
Kepler-339 b,Transit,2014
Kepler-339 b,Transit,2014
Kepler-339 b,Transit,2014
Kepler-339 b,Transit,2014
Kepler-339 b,Transit,2014
Kepler-339 b,Transit,2014
Kepler-339 b,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 c,Transit,2014
Kepler-339 d,Transit,2014
Kepler-339 d,Transit,2014
Kepler-339 d,Transit,2014
Kepler-339 d,Transit,2014
Kepler-339 d,Transit,2014
Kepler-339 d,Transit,2014
Kepler-339 d,Transit,2014
Kepler-339 d,Transit,2014
Kepler-339 d,Transit,2014
Kepler-339 d,Transit,2014
Kepler-339 d,Transit,2014
Kepler-339 d,Transit,2014
Kepler-339 d,Transit,2014
Kepler-34 b,Transit,2011
Kepler-340 b,Transit,2014
Kepler-340 b,Transit,2014
Kepler-340 b,Transit,2014
Kepler-340 b,Transit,2014
Kepler-340 b,Transit,2014
Kepler-340 b,Transit,2014
Kepler-340 b,Transit,2014
Kepler-340 b,Transit,2014
Kepler-340 c,Transit,2014
Kepler-340 c,Transit,2014
Kepler-340 c,Transit,2014
Kepler-340 c,Transit,2014
Kepler-340 c,Transit,2014
Kepler-340 c,Transit,2014
Kepler-340 c,Transit,2014
Kepler-340 c,Transit,2014
Kepler-340 c,Transit,2014
Kepler-340 c,Transit,2014
Kepler-341 b,Transit,2014
Kepler-341 b,Transit,2014
Kepler-341 b,Transit,2014
Kepler-341 b,Transit,2014
Kepler-341 b,Transit,2014
Kepler-341 b,Transit,2014
Kepler-341 b,Transit,2014
Kepler-341 b,Transit,2014
Kepler-341 b,Transit,2014
Kepler-341 b,Transit,2014
Kepler-341 b,Transit,2014
Kepler-341 c,Transit,2014
Kepler-341 c,Transit,2014
Kepler-341 c,Transit,2014
Kepler-341 c,Transit,2014
Kepler-341 c,Transit,2014
Kepler-341 c,Transit,2014
Kepler-341 c,Transit,2014
Kepler-341 c,Transit,2014
Kepler-341 c,Transit,2014
Kepler-341 c,Transit,2014
Kepler-341 c,Transit,2014
Kepler-341 c,Transit,2014
Kepler-341 d,Transit,2014
Kepler-341 d,Transit,2014
Kepler-341 d,Transit,2014
Kepler-341 d,Transit,2014
Kepler-341 d,Transit,2014
Kepler-341 d,Transit,2014
Kepler-341 d,Transit,2014
Kepler-341 d,Transit,2014
Kepler-341 d,Transit,2014
Kepler-341 d,Transit,2014
Kepler-341 d,Transit,2014
Kepler-341 d,Transit,2014
Kepler-341 e,Transit,2014
Kepler-341 e,Transit,2014
Kepler-341 e,Transit,2014
Kepler-341 e,Transit,2014
Kepler-341 e,Transit,2014
Kepler-341 e,Transit,2014
Kepler-341 e,Transit,2014
Kepler-341 e,Transit,2014
Kepler-341 e,Transit,2014
Kepler-341 e,Transit,2014
Kepler-341 e,Transit,2014
Kepler-341 e,Transit,2014
Kepler-342 b,Transit,2014
Kepler-342 b,Transit,2014
Kepler-342 b,Transit,2014
Kepler-342 b,Transit,2014
Kepler-342 b,Transit,2014
Kepler-342 b,Transit,2014
Kepler-342 b,Transit,2014
Kepler-342 b,Transit,2014
Kepler-342 b,Transit,2014
Kepler-342 b,Transit,2014
Kepler-342 b,Transit,2014
Kepler-342 b,Transit,2014
Kepler-342 c,Transit,2014
Kepler-342 c,Transit,2014
Kepler-342 c,Transit,2014
Kepler-342 c,Transit,2014
Kepler-342 c,Transit,2014
Kepler-342 c,Transit,2014
Kepler-342 c,Transit,2014
Kepler-342 c,Transit,2014
Kepler-342 c,Transit,2014
Kepler-342 c,Transit,2014
Kepler-342 d,Transit,2014
Kepler-342 d,Transit,2014
Kepler-342 d,Transit,2014
Kepler-342 d,Transit,2014
Kepler-342 d,Transit,2014
Kepler-342 d,Transit,2014
Kepler-342 d,Transit,2014
Kepler-342 d,Transit,2014
Kepler-342 d,Transit,2014
Kepler-342 d,Transit,2014
Kepler-342 d,Transit,2014
Kepler-342 e,Transit,2016
Kepler-342 e,Transit,2016
Kepler-342 e,Transit,2016
Kepler-342 e,Transit,2016
Kepler-342 e,Transit,2016
Kepler-342 e,Transit,2016
Kepler-342 e,Transit,2016
Kepler-342 e,Transit,2016
Kepler-343 b,Transit,2014
Kepler-343 b,Transit,2014
Kepler-343 b,Transit,2014
Kepler-343 b,Transit,2014
Kepler-343 b,Transit,2014
Kepler-343 b,Transit,2014
Kepler-343 b,Transit,2014
Kepler-343 b,Transit,2014
Kepler-343 b,Transit,2014
Kepler-343 b,Transit,2014
Kepler-343 b,Transit,2014
Kepler-343 b,Transit,2014
Kepler-343 c,Transit,2014
Kepler-343 c,Transit,2014
Kepler-343 c,Transit,2014
Kepler-343 c,Transit,2014
Kepler-343 c,Transit,2014
Kepler-343 c,Transit,2014
Kepler-343 c,Transit,2014
Kepler-343 c,Transit,2014
Kepler-343 c,Transit,2014
Kepler-343 c,Transit,2014
Kepler-343 c,Transit,2014
Kepler-344 b,Transit,2014
Kepler-344 b,Transit,2014
Kepler-344 b,Transit,2014
Kepler-344 b,Transit,2014
Kepler-344 b,Transit,2014
Kepler-344 b,Transit,2014
Kepler-344 b,Transit,2014
Kepler-344 b,Transit,2014
Kepler-344 b,Transit,2014
Kepler-344 b,Transit,2014
Kepler-344 b,Transit,2014
Kepler-344 b,Transit,2014
Kepler-344 c,Transit,2014
Kepler-344 c,Transit,2014
Kepler-344 c,Transit,2014
Kepler-344 c,Transit,2014
Kepler-344 c,Transit,2014
Kepler-344 c,Transit,2014
Kepler-344 c,Transit,2014
Kepler-344 c,Transit,2014
Kepler-344 c,Transit,2014
Kepler-344 c,Transit,2014
Kepler-344 c,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 b,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-345 c,Transit,2014
Kepler-346 b,Transit,2014
Kepler-346 b,Transit,2014
Kepler-346 b,Transit,2014
Kepler-346 b,Transit,2014
Kepler-346 b,Transit,2014
Kepler-346 b,Transit,2014
Kepler-346 b,Transit,2014
Kepler-346 b,Transit,2014
Kepler-346 b,Transit,2014
Kepler-346 b,Transit,2014
Kepler-346 b,Transit,2014
Kepler-346 b,Transit,2014
Kepler-346 c,Transit,2014
Kepler-346 c,Transit,2014
Kepler-346 c,Transit,2014
Kepler-346 c,Transit,2014
Kepler-346 c,Transit,2014
Kepler-346 c,Transit,2014
Kepler-346 c,Transit,2014
Kepler-346 c,Transit,2014
Kepler-346 c,Transit,2014
Kepler-346 c,Transit,2014
Kepler-346 c,Transit,2014
Kepler-346 c,Transit,2014
Kepler-347 b,Transit,2014
Kepler-347 b,Transit,2014
Kepler-347 b,Transit,2014
Kepler-347 b,Transit,2014
Kepler-347 b,Transit,2014
Kepler-347 b,Transit,2014
Kepler-347 b,Transit,2014
Kepler-347 b,Transit,2014
Kepler-347 b,Transit,2014
Kepler-347 b,Transit,2014
Kepler-347 b,Transit,2014
Kepler-347 b,Transit,2014
Kepler-347 c,Transit,2014
Kepler-347 c,Transit,2014
Kepler-347 c,Transit,2014
Kepler-347 c,Transit,2014
Kepler-347 c,Transit,2014
Kepler-347 c,Transit,2014
Kepler-347 c,Transit,2014
Kepler-347 c,Transit,2014
Kepler-347 c,Transit,2014
Kepler-347 c,Transit,2014
Kepler-347 c,Transit,2014
Kepler-347 d,Transit,2023
Kepler-347 d,Transit,2023
Kepler-347 d,Transit,2023
Kepler-347 d,Transit,2023
Kepler-347 d,Transit,2023
Kepler-347 d,Transit,2023
Kepler-347 d,Transit,2023
Kepler-348 b,Transit,2014
Kepler-348 b,Transit,2014
Kepler-348 b,Transit,2014
Kepler-348 b,Transit,2014
Kepler-348 b,Transit,2014
Kepler-348 b,Transit,2014
Kepler-348 b,Transit,2014
Kepler-348 b,Transit,2014
Kepler-348 b,Transit,2014
Kepler-348 b,Transit,2014
Kepler-348 b,Transit,2014
Kepler-348 b,Transit,2014
Kepler-348 c,Transit,2014
Kepler-348 c,Transit,2014
Kepler-348 c,Transit,2014
Kepler-348 c,Transit,2014
Kepler-348 c,Transit,2014
Kepler-348 c,Transit,2014
Kepler-348 c,Transit,2014
Kepler-348 c,Transit,2014
Kepler-348 c,Transit,2014
Kepler-348 c,Transit,2014
Kepler-348 c,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 b,Transit,2014
Kepler-349 c,Transit,2014
Kepler-349 c,Transit,2014
Kepler-349 c,Transit,2014
Kepler-349 c,Transit,2014
Kepler-349 c,Transit,2014
Kepler-349 c,Transit,2014
Kepler-349 c,Transit,2014
Kepler-349 c,Transit,2014
Kepler-349 c,Transit,2014
Kepler-349 c,Transit,2014
Kepler-349 c,Transit,2014
Kepler-349 c,Transit,2014
Kepler-349 c,Transit,2014
Kepler-35 b,Transit,2011
Kepler-350 b,Transit,2014
Kepler-350 b,Transit,2014
Kepler-350 b,Transit,2014
Kepler-350 b,Transit,2014
Kepler-350 b,Transit,2014
Kepler-350 b,Transit,2014
Kepler-350 b,Transit,2014
Kepler-350 b,Transit,2014
Kepler-350 b,Transit,2014
Kepler-350 b,Transit,2014
Kepler-350 b,Transit,2014
Kepler-350 b,Transit,2014
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 c,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-350 d,Transit,2013
Kepler-351 b,Transit,2014
Kepler-351 b,Transit,2014
Kepler-351 b,Transit,2014
Kepler-351 b,Transit,2014
Kepler-351 b,Transit,2014
Kepler-351 b,Transit,2014
Kepler-351 b,Transit,2014
Kepler-351 b,Transit,2014
Kepler-351 b,Transit,2014
Kepler-351 b,Transit,2014
Kepler-351 b,Transit,2014
Kepler-351 b,Transit,2014
Kepler-351 c,Transit,2014
Kepler-351 c,Transit,2014
Kepler-351 c,Transit,2014
Kepler-351 c,Transit,2014
Kepler-351 c,Transit,2014
Kepler-351 c,Transit,2014
Kepler-351 c,Transit,2014
Kepler-351 c,Transit,2014
Kepler-351 c,Transit,2014
Kepler-351 c,Transit,2014
Kepler-351 c,Transit,2014
Kepler-351 c,Transit,2014
Kepler-351 d,Transit,2016
Kepler-351 d,Transit,2016
Kepler-351 d,Transit,2016
Kepler-351 d,Transit,2016
Kepler-351 d,Transit,2016
Kepler-351 d,Transit,2016
Kepler-351 d,Transit,2016
Kepler-351 d,Transit,2016
Kepler-351 d,Transit,2016
Kepler-352 b,Transit,2014
Kepler-352 b,Transit,2014
Kepler-352 b,Transit,2014
Kepler-352 b,Transit,2014
Kepler-352 b,Transit,2014
Kepler-352 b,Transit,2014
Kepler-352 b,Transit,2014
Kepler-352 b,Transit,2014
Kepler-352 b,Transit,2014
Kepler-352 b,Transit,2014
Kepler-352 b,Transit,2014
Kepler-352 b,Transit,2014
Kepler-352 c,Transit,2014
Kepler-352 c,Transit,2014
Kepler-352 c,Transit,2014
Kepler-352 c,Transit,2014
Kepler-352 c,Transit,2014
Kepler-352 c,Transit,2014
Kepler-352 c,Transit,2014
Kepler-352 c,Transit,2014
Kepler-352 c,Transit,2014
Kepler-352 c,Transit,2014
Kepler-352 c,Transit,2014
Kepler-352 c,Transit,2014
Kepler-352 d,Transit,2021
Kepler-352 d,Transit,2021
Kepler-352 d,Transit,2021
Kepler-352 d,Transit,2021
Kepler-352 d,Transit,2021
Kepler-352 d,Transit,2021
Kepler-352 d,Transit,2021
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 b,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-353 c,Transit,2014
Kepler-354 b,Transit,2014
Kepler-354 b,Transit,2014
Kepler-354 b,Transit,2014
Kepler-354 b,Transit,2014
Kepler-354 b,Transit,2014
Kepler-354 b,Transit,2014
Kepler-354 b,Transit,2014
Kepler-354 b,Transit,2014
Kepler-354 b,Transit,2014
Kepler-354 b,Transit,2014
Kepler-354 b,Transit,2014
Kepler-354 c,Transit,2014
Kepler-354 c,Transit,2014
Kepler-354 c,Transit,2014
Kepler-354 c,Transit,2014
Kepler-354 c,Transit,2014
Kepler-354 c,Transit,2014
Kepler-354 c,Transit,2014
Kepler-354 c,Transit,2014
Kepler-354 c,Transit,2014
Kepler-354 d,Transit,2014
Kepler-354 d,Transit,2014
Kepler-354 d,Transit,2014
Kepler-354 d,Transit,2014
Kepler-354 d,Transit,2014
Kepler-354 d,Transit,2014
Kepler-354 d,Transit,2014
Kepler-354 d,Transit,2014
Kepler-354 d,Transit,2014
Kepler-354 d,Transit,2014
Kepler-354 d,Transit,2014
Kepler-355 b,Transit,2014
Kepler-355 b,Transit,2014
Kepler-355 b,Transit,2014
Kepler-355 b,Transit,2014
Kepler-355 b,Transit,2014
Kepler-355 b,Transit,2014
Kepler-355 b,Transit,2014
Kepler-355 b,Transit,2014
Kepler-355 b,Transit,2014
Kepler-355 b,Transit,2014
Kepler-355 b,Transit,2014
Kepler-355 c,Transit,2014
Kepler-355 c,Transit,2014
Kepler-355 c,Transit,2014
Kepler-355 c,Transit,2014
Kepler-355 c,Transit,2014
Kepler-355 c,Transit,2014
Kepler-355 c,Transit,2014
Kepler-355 c,Transit,2014
Kepler-355 c,Transit,2014
Kepler-355 c,Transit,2014
Kepler-355 c,Transit,2014
Kepler-355 c,Transit,2014
Kepler-356 b,Transit,2014
Kepler-356 b,Transit,2014
Kepler-356 b,Transit,2014
Kepler-356 b,Transit,2014
Kepler-356 b,Transit,2014
Kepler-356 b,Transit,2014
Kepler-356 b,Transit,2014
Kepler-356 b,Transit,2014
Kepler-356 b,Transit,2014
Kepler-356 b,Transit,2014
Kepler-356 b,Transit,2014
Kepler-356 b,Transit,2014
Kepler-356 c,Transit,2014
Kepler-356 c,Transit,2014
Kepler-356 c,Transit,2014
Kepler-356 c,Transit,2014
Kepler-356 c,Transit,2014
Kepler-356 c,Transit,2014
Kepler-356 c,Transit,2014
Kepler-356 c,Transit,2014
Kepler-356 c,Transit,2014
Kepler-356 c,Transit,2014
Kepler-356 c,Transit,2014
Kepler-356 c,Transit,2014
Kepler-357 b,Transit,2014
Kepler-357 b,Transit,2014
Kepler-357 b,Transit,2014
Kepler-357 b,Transit,2014
Kepler-357 b,Transit,2014
Kepler-357 b,Transit,2014
Kepler-357 b,Transit,2014
Kepler-357 b,Transit,2014
Kepler-357 b,Transit,2014
Kepler-357 b,Transit,2014
Kepler-357 b,Transit,2014
Kepler-357 c,Transit,2014
Kepler-357 c,Transit,2014
Kepler-357 c,Transit,2014
Kepler-357 c,Transit,2014
Kepler-357 c,Transit,2014
Kepler-357 c,Transit,2014
Kepler-357 c,Transit,2014
Kepler-357 c,Transit,2014
Kepler-357 c,Transit,2014
Kepler-357 c,Transit,2014
Kepler-357 c,Transit,2014
Kepler-357 c,Transit,2014
Kepler-357 d,Transit,2014
Kepler-357 d,Transit,2014
Kepler-357 d,Transit,2014
Kepler-357 d,Transit,2014
Kepler-357 d,Transit,2014
Kepler-357 d,Transit,2014
Kepler-357 d,Transit,2014
Kepler-357 d,Transit,2014
Kepler-357 d,Transit,2014
Kepler-357 d,Transit,2014
Kepler-357 d,Transit,2014
Kepler-358 b,Transit,2014
Kepler-358 b,Transit,2014
Kepler-358 b,Transit,2014
Kepler-358 b,Transit,2014
Kepler-358 b,Transit,2014
Kepler-358 b,Transit,2014
Kepler-358 b,Transit,2014
Kepler-358 b,Transit,2014
Kepler-358 b,Transit,2014
Kepler-358 b,Transit,2014
Kepler-358 b,Transit,2014
Kepler-358 c,Transit,2014
Kepler-358 c,Transit,2014
Kepler-358 c,Transit,2014
Kepler-358 c,Transit,2014
Kepler-358 c,Transit,2014
Kepler-358 c,Transit,2014
Kepler-358 c,Transit,2014
Kepler-358 c,Transit,2014
Kepler-358 c,Transit,2014
Kepler-358 c,Transit,2014
Kepler-358 c,Transit,2014
Kepler-359 b,Transit,2014
Kepler-359 b,Transit,2014
Kepler-359 b,Transit,2014
Kepler-359 b,Transit,2014
Kepler-359 b,Transit,2014
Kepler-359 b,Transit,2014
Kepler-359 b,Transit,2014
Kepler-359 b,Transit,2014
Kepler-359 b,Transit,2014
Kepler-359 b,Transit,2014
Kepler-359 b,Transit,2014
Kepler-359 c,Transit,2014
Kepler-359 c,Transit,2014
Kepler-359 c,Transit,2014
Kepler-359 c,Transit,2014
Kepler-359 c,Transit,2014
Kepler-359 c,Transit,2014
Kepler-359 c,Transit,2014
Kepler-359 c,Transit,2014
Kepler-359 c,Transit,2014
Kepler-359 c,Transit,2014
Kepler-359 c,Transit,2014
Kepler-359 c,Transit,2014
Kepler-359 d,Transit,2014
Kepler-359 d,Transit,2014
Kepler-359 d,Transit,2014
Kepler-359 d,Transit,2014
Kepler-359 d,Transit,2014
Kepler-359 d,Transit,2014
Kepler-359 d,Transit,2014
Kepler-359 d,Transit,2014
Kepler-359 d,Transit,2014
Kepler-359 d,Transit,2014
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
Kepler-36 b,Transit,2012
